,playerName,primNat,pos,formClub,formNation,newClub,newNation,transferCost,transferYear
286,Éric Lada,France,Attack,FC Sochaux-Montbéliard B,France,FC Sochaux-Montbéliard,France,0.0,1984
287,Fabrice Henry,France,Central Midfield,FC Sochaux-Montbéliard U19,France,FC Sochaux-Montbéliard,France,0.0,1984
288,Stéphane Ferrand,France,Goalkeeper,FC Sochaux-Montbéliard B,France,FC Sochaux-Montbéliard,France,0.0,1984
289,Daniel Lubin,France,Attack,FC Sochaux-Montbéliard,France,EA Guingamp,France,0.0,1984
290,Jean-Santos Muntubila,DR Congo,Right Midfield,FC Sochaux-Montbéliard,France,1.FC Saarbrücken,Germany,?,1984
291,Philippe Anziani,France,Second Striker,FC Sochaux-Montbéliard,France,AS Monaco,France,?,1984
292,Franck Lemesle,France,Attack,SM Caen,France,Brest Armorique FC,France,?,1984
293,Ian Wallace,Scotland,Attack,Nottingham Forest,England,Brest Armorique FC,France,?,1984
294,Gérard Buscher,France,Centre-Forward,FC Nantes,France,Brest Armorique FC,France,?,1984
295,Patrick Eon,France,Defence,FC Nantes B,France,Brest Armorique FC,France,?,1984
296,Vincent Guérin,France,Central Midfield,Stade Brest 29 B,France,Brest Armorique FC,France,0.0,1984
297,Paul Le Guen,France,Defensive Midfield,Stade Brest 29 B,France,Brest Armorique FC,France,0.0,1984
298,Philippe Nauche,France,Goalkeeper,Stade Brest 29 B,France,Brest Armorique FC,France,0.0,1984
299,Eric William Njo-Léa,Cameroon,Attack,Brest Armorique FC,France,Paris Saint-Germain,France,?,1984
300,Paul Rouaud,France,Defence,Brest Armorique FC,France,AEP Le Bourg-sous-La-Roche,France,?,1984
301,Alain Jaffres,France,Attack,Brest Armorique FC,France,EA Guingamp,France,?,1984
302,Richard Honorine,France,Left-Back,Brest Armorique FC,France,Racing Club Paris,France,?,1984
303,Ian Wallace,Scotland,Attack,Brest Armorique FC,France,Sunderland AFC,England,?,1984
304,Daniel Bernard,France,Goalkeeper,Brest Armorique FC,France,AS Monaco,France,?,1984
307,Philippe Mahut,France,Centre-Back,AS Saint-Étienne,France,Racing Club Paris,France,?,1984
308,Philippe Avenet,France,Defensive Midfield,Unknown,N/A,Racing Club Paris,France,?,1984
309,Pascal Rousseau,France,Goalkeeper,US Valenciennes-Anzin,France,Racing Club Paris,France,?,1984
310,Richard Honorine,France,Left-Back,Brest Armorique FC,France,Racing Club Paris,France,?,1984
311,Jean-Michel Bridier,Martinique,Defence,AS Red Star 93,France,Racing Club Paris,France,?,1984
312,Philippe Piette,France,Midfield,RC Lens,France,Racing Club Paris,France,?,1984
313,Arnaud Landré,France,Midfield,EA Guingamp,France,Racing Club Paris,France,?,1984
314,Jean-Christophe Debu,France,Left-Back,Racing Club de France U19,France,Racing Club Paris,France,0.0,1984
315,Christophe Hageman,France,Midfield,Racing Club de France U19,France,Racing Club Paris,France,0.0,1984
316,Jean-Didier Leuregans,France,Midfield,Racing Club de France U19,France,Racing Club Paris,France,0.0,1984
317,Rabah Madjer,Algeria,Centre-Forward,Racing Club Paris,France,FC Tours,France,?,1984
318,Hervé Gauthier,France,Defence,Racing Club Paris,France,AEP Le Bourg-sous-La-Roche,France,?,1984
319,Armando Bianchi,Italy,Midfield,Racing Club Paris,France,Football Club de Grenoble Dauphiné,France,?,1984
320,Bernard Mahmoud,France,Midfield,Racing Club Paris,France,Stade Français,France,?,1984
322,Philippe Lefebvre,France,Midfield,Racing Club Paris,France,Career break,N/A,0.0,1984
323,Rabah Madjer,Algeria,Centre-Forward,Racing Club Paris,France,FC Tours,France,?,1984
324,Abdelkarim Krimau,Morocco,Centre-Forward,RC Strasbourg Alsace,France,FC Tours,France,?,1984
325,Jean-Marc Desrousseaux,France,Goalkeeper,FC Mulhouse 1893,France,FC Tours,France,?,1984
326,Yves Colleu,France,Defensive Midfield,AS Angoulême,France,FC Tours,France,?,1984
327,Boris Diecket,Cote d'Ivoire,Midfield,Angers SCO,France,FC Tours,France,?,1984
328,Dominique Morabito,France,Defence,USL Dunkerque,France,FC Tours,France,?,1984
329,François Zdun,France,Left-Back,FC Mulhouse 1893,France,FC Tours,France,?,1984
330,Philippe Levève,France,Attack,FC Tours B,France,FC Tours,France,0.0,1984
331,Régis Manon,Gabon,Attack,FC Tours B,France,FC Tours,France,0.0,1984
332,Béla Várady,Hungary,Left Winger,FC Tours,France,Vasas SC,Hungary,?,1984
333,Dominique Sidaine,France,Goalkeeper,FC Tours,France,CO Saint-Dizier,France,?,1984
334,Bruno Marzolino,France,Defence,FC Tours,France,Racing Club Franc-Comtois ,France,?,1984
335,Jean-Michel Bassot,France,Midfield,FC Tours,France, 	Union sportive de la Jeunesse d'origine arménienne de Valence,France,?,1984
336,Emmanuel Hamon,France,Attack,FC Tours,France,SM Caen,France,?,1984
339,Jens Jörn Bertelsen,Denmark,Defensive Midfield,RFC Seraing (- 1996),Belgium,FC Rouen,France,?,1984
340,Jean-François Szklarek,France,Midfield,Unknown,N/A,FC Rouen,France,?,1984
341,Richard Lecomte,France,Defence,Unknown,N/A,FC Rouen,France,?,1984
342,Serge Recordier,France,Midfield,AS Monaco,France,FC Rouen,France,?,1984
343,Stéphane Morillon,France,Attack,LOSC Lille,France,FC Rouen,France,?,1984
344,Gilles Rolland,France,Midfield,EA Guingamp,France,FC Rouen,France,?,1984
345,Jean-Jacques Garcia,France,Midfield,Perpignan FC,France,FC Rouen,France,?,1984
346,Stéphane Gambet,France,Midfield,Unknown,N/A,FC Rouen,France,?,1984
347,Thierry Desportes,France,Defence,FC Rouen U19,France,FC Rouen,France,0.0,1984
348,Djamel Tlemcani,Algeria,Attacking Midfield,FC Rouen,France,Sporting Club de Toulon et du Var,France,?,1984
349,Alain Larvaron,France,Midfield,FC Rouen,France,Olympique Alès,France,?,1984
350,Pascal Raspollini,France,Left Winger,FC Rouen,France,CS Cuiseaux-Louhans ,France,?,1984
351,Thierry Princet,France,Attack,FC Rouen,France,AC Arles-Avignon,France,?,1984
353,Jean-Luc Arribart,France,Centre-Back,Stade Reims,France,AS Nancy-Lorraine,France,?,1984
354,Éric Bertrand,France,Defence,Unknown,N/A,AS Nancy-Lorraine,France,?,1984
355,Fabrice Picot,France,Attack,FC Nantes,France,AS Nancy-Lorraine,France,?,1984
356,Manuel Abreu,France,Defensive Midfield,Paris Saint-Germain,France,AS Nancy-Lorraine,France,?,1984
357,Laurent Kirmann,France,Attack,SR Saint-Dié,France,AS Nancy-Lorraine,France,?,1984
358,Vincent Jacquemin,France,Midfield,AS Nancy-Lorraine B,France,AS Nancy-Lorraine,France,0.0,1984
359,Philippe Jeannol,France,Left-Back,AS Nancy-Lorraine,France,Paris Saint-Germain,France,?,1984
360,Jean-Michel Moutier,France,Goalkeeper,AS Nancy-Lorraine,France,Paris Saint-Germain,France,?,1984
361,Thierry Meyer,France,Attack,AS Nancy-Lorraine,France,Sporting Étoile Club Bastia ,France,?,1984
362,Branko Tucak,Croatia,Defence,AS Nancy-Lorraine,France,Angers SCO,France,?,1984
363,Jean-Luc Jacquinot,France,Midfield,AS Nancy-Lorraine,France,CS Cuiseaux-Louhans ,France,?,1984
364,Philippe Périlleux,France,Midfield,US Valenciennes-Anzin,France,LOSC Lille,France,?,1984
365,Didier Christophe,France,Defensive Midfield,LOSC Lille,France,FC Toulouse,France,?,1984
366,Othello Carré,France,Midfield,LOSC Lille,France,AS Beauvais-Marissel,France,?,1984
367,Jean-Paul Noël,France,Left-Back,LOSC Lille,France,Football Club de Grenoble Dauphiné,France,?,1984
368,Stéphane Morillon,France,Attack,LOSC Lille,France,FC Rouen,France,?,1984
369,Roger Ricort,France,Attacking Midfield,LOSC Lille,France,Sporting Club de Toulon et du Var,France,?,1984
370,Patrick Rey,France,Left Winger,LOSC Lille,France,Angers SCO,France,?,1984
372,Pierre Aubameyang,Gabon,Sweeper,USM Malakoff,France,Stade Lavallois,France,?,1984
373,Patrick Delamontagne,France,Attacking Midfield,AS Monaco,France,Stade Lavallois,France,?,1984
374,Thierno Youm,Senegal,Attack,ASC Jaraaf,Senegal,Stade Lavallois,France,?,1984
375,Marcel De Falco,France,Attack,Paris Saint-Germain,France,Stade Lavallois,France,?,1984
376,Bertrand Reuzeau,France,Right-Back,Stade Laval B,France,Stade Lavallois,France,0.0,1984
377,Denis Zanko,France,Midfield,Stade Laval B,France,Stade Lavallois,France,0.0,1984
378,Gilles Gomis,France,Attack,Stade Laval U19,France,Stade Lavallois,France,0.0,1984
379,Jean-Luc Dogon,France,Centre-Back,Stade Laval B,France,Stade Lavallois,France,0.0,1984
380,Robert Buigues,France,Defensive Midfield,Stade Lavallois,France,Football Club de Grenoble Dauphiné,France,?,1984
381,Karl Thórdarson,Iceland,Midfield,Stade Lavallois,France,ÍA Akranes,Iceland,?,1984
382,Jean-Paul Rabier,France,Midfield,Stade Lavallois,France,RC Lens,France,?,1984
383,José Souto,France,Attacking Midfield,Stade Lavallois,France,RC Strasbourg Alsace,France,?,1984
385,Victor Ramos,Argentina,Attack,CA Newell's Old Boys,Argentina,FC Nantes,France,?,1984
386,Antoine Kombouaré,France,Centre-Back,FC Nantes B,France,FC Nantes,France,0.0,1984
387,Fabien Debotté,France,Defensive Midfield,FC Nantes B,France,FC Nantes,France,0.0,1984
388,Laurent Obry,France,Defence,FC Nantes B,France,FC Nantes,France,0.0,1984
389,Patrice Rio,France,Sweeper,FC Nantes,France,Stade Rennais FC,France,?,1984
390,Gérard Buscher,France,Centre-Forward,FC Nantes,France,Brest Armorique FC,France,?,1984
391,Oscar Muller,Argentina,Central Midfield,FC Nantes,France,Stade Rennais FC,France,?,1984
392,Fabrice Picot,France,Attack,FC Nantes,France,AS Nancy-Lorraine,France,?,1984
393,Jean-Michel Labejof,France,Attacking Midfield,FC Nantes,France,FC Nantes B,France,0.0,1984
394,Mekindu Makengo,DR Congo,Midfield,Unknown,N/A,RC Lens,France,?,1984
395,Jean-Paul Rabier,France,Midfield,Stade Lavallois,France,RC Lens,France,?,1984
396,Claude Deplanche,France,Centre-Back,FC Toulouse,France,RC Lens,France,?,1984
397,Christophe Gardié,France,Goalkeeper,Unknown,N/A,RC Lens,France,?,1984
398,Pascal Zaremba,France,Centre-Back,Paris Saint-Germain,France,RC Lens,France,?,1984
399,Vénancio Ramos,Uruguay,Right Winger,CA Peñarol,Uruguay,RC Lens,France,?,1984
400,Eric Denizart,France,Defence,RC Lens B,France,RC Lens,France,0.0,1984
401,Denis Gerval,France,Midfield,RC Lens B,France,RC Lens,France,0.0,1984
402,Pascal Le Provost,France,Defence,RC Lens,France,Olympique Alès,France,?,1984
403,Alain Tirloit,France,Centre-Back,RC Lens,France,FC Mulhouse 1893,France,?,1984
404,Hervé Flak,France,Centre-Back,RC Lens,France,Olympique Marseille,France,?,1984
405,Philippe Piette,France,Midfield,RC Lens,France,Racing Club Paris,France,?,1984
406,Jean-Pierre Tempet,France,Goalkeeper,RC Lens,France,FC Mulhouse 1893,France,?,1984
407,Jean-Pierre Bade,France,Left-Back,RC Lens,France,Olympique Marseille,France,?,1984
408,Roman Ogaza,Poland,Centre-Forward,RC Lens,France,Olympique Alès,France,?,1984
409,Fernando Chalana,Portugal,Left Midfield,SL Benfica,Portugal,FC Girondins Bordeaux,France,3300000.0,1984
410,Dominique Dropsy,France,Goalkeeper,RC Strasbourg Alsace,France,FC Girondins Bordeaux,France,?,1984
411,Joël Lopez,France,Attacking Midfield,Pau FC,France,FC Girondins Bordeaux,France,?,1984
412,Laurent Lassagne,France,Left-Back,FC Girondins Bordeaux U19,France,FC Girondins Bordeaux,France,0.0,1984
413,Bernard Zénier,France,Centre-Forward,FC Girondins Bordeaux,France,Olympique Marseille,France,?,1984
414,Caspar Memering,Germany,Defensive Midfield,FC Girondins Bordeaux,France,FC Schalke 04,Germany,?,1984
415,Dieter Müller,Germany,Centre-Forward,FC Girondins Bordeaux,France,Grasshopper Club Zurich,Switzerland,?,1984
416,Raymond Domenech,France,Right-Back,FC Girondins Bordeaux,France,FC Mulhouse 1893,France,?,1984
417,Richard Ruffier,France,Goalkeeper,FC Girondins Bordeaux,France,Béziers Devèze FC,France,?,1984
419,José Souto,France,Attacking Midfield,Stade Lavallois,France,RC Strasbourg Alsace,France,?,1984
420,Thierry Wolff,France,Centre-Back,AS Saint-Étienne,France,RC Strasbourg Alsace,France,?,1984
421,Jean-Noël Huck,France,Central Midfield,FC Mulhouse 1893,France,RC Strasbourg Alsace,France,?,1984
422,Éric Pécout,France,Centre-Forward,FC Metz,France,RC Strasbourg Alsace,France,?,1984
423,Walter Kelsch,Germany,Right Winger,VfB Stuttgart,Germany,RC Strasbourg Alsace,France,?,1984
424,Georges van Straelen,France,Defensive Midfield,FC Toulouse,France,RC Strasbourg Alsace,France,?,1984
425,Gérard Soler,France,Centre-Forward,FC Toulouse,France,RC Strasbourg Alsace,France,?,1984
426,Marc Andrieux,France,Defensive Midfield,Racing Strasbourg B,France,RC Strasbourg Alsace,France,0.0,1984
427,Christophe Niesser,France,Attacking Midfield,Racing Strasbourg B,France,RC Strasbourg Alsace,France,0.0,1984
428,Richard Mazerand,France,Midfield,Racing Strasbourg B,France,RC Strasbourg Alsace,France,0.0,1984
429,Alfred Vitalis,France,Left-Back,RC Strasbourg Alsace,France,Stade Raphaëlois,France,?,1984
430,Issiaka Ouattara,Burkina Faso,Centre-Forward,RC Strasbourg Alsace,France,Stade Français,France,?,1984
431,Claude Quéry,France,Attack,RC Strasbourg Alsace,France,Olympique Alès,France,?,1984
432,Félix Lacuesta,France,Central Midfield,RC Strasbourg Alsace,France,Olympique Lyon,France,?,1984
433,Porfirio Betancourt,Honduras,Attack,RC Strasbourg Alsace,France,St. Louis Steamers,United States,?,1984
434,Jacques Glassmann,France,Centre-Back,RC Strasbourg Alsace,France,FC Mulhouse 1893,France,?,1984
435,Albert Gemmrich,France,Left Winger,RC Strasbourg Alsace,France,OGC Nice,France,?,1984
436,Abdelkarim Krimau,Morocco,Centre-Forward,RC Strasbourg Alsace,France,FC Tours,France,?,1984
437,Dominique Dropsy,France,Goalkeeper,RC Strasbourg Alsace,France,FC Girondins Bordeaux,France,?,1984
438,Olivier Rouyer,France,Right Winger,RC Strasbourg Alsace,France,Olympique Lyon,France,?,1984
439,Siegfried Susser,Germany,Central Midfield,RC Strasbourg Alsace,France,SpVgg Fürth,Germany,?,1984
441,Alain Moizan,France,Defensive Midfield,AS Saint-Étienne,France,Sporting Étoile Club Bastia ,France,0.0,1984
442,Maurice Arouh,France,Defence,FC Martigues,France,Sporting Étoile Club Bastia ,France,?,1984
443,Dragan Cvetkovic,Serbia,Midfield,Racing Club Franc-Comtois ,France,Sporting Étoile Club Bastia ,France,?,1984
444,Thierry Meyer,France,Attack,AS Nancy-Lorraine,France,Sporting Étoile Club Bastia ,France,?,1984
445,Jozef Mlynarczyk,Poland,Goalkeeper,Widzew Lodz,Poland,Sporting Étoile Club Bastia ,France,?,1984
446,Laurent Moracchini,France,Defensive Midfield,SC Bastia U19,France,Sporting Étoile Club Bastia ,France,0.0,1984
447,Jean-André Ottaviani,France,Defence,SC Bastia B,France,Sporting Étoile Club Bastia ,France,0.0,1984
448,Toussaint Sabbatini,France,Defence,SC Bastia B,France,Sporting Étoile Club Bastia ,France,0.0,1984
449,Roger Milla,Cameroon,Centre-Forward,Sporting Étoile Club Bastia ,France,AS Saint-Étienne,France,?,1984
450,Patrick Vernet,France,Midfield,Sporting Étoile Club Bastia ,France,AS Cannes,France,?,1984
451,Alain Fiard,France,Defensive Midfield,Sporting Étoile Club Bastia ,France,AJ Auxerre,France,?,1984
452,Pascal Olmeta,France,Goalkeeper,Sporting Étoile Club Bastia ,France,Sporting Club de Toulon et du Var,France,?,1984
453,Alberto Tarantini,Argentina,Left-Back,Sporting Étoile Club Bastia ,France,FC Toulouse,France,?,1984
454,Grégoire Mbida,Cameroon,Midfield,Sporting Étoile Club Bastia ,France,Angers SCO,France,?,1984
455,Eric William Njo-Léa,Cameroon,Attack,Brest Armorique FC,France,Paris Saint-Germain,France,?,1984
456,Thierry Tinmar,Martinique,Centre-Back,Unknown,N/A,Paris Saint-Germain,France,?,1984
457,Gérard Lanthier,France,Left Midfield,AJ Auxerre,France,Paris Saint-Germain,France,?,1984
458,Patrice Ségura,France,Attack,FC Sète 34,France,Paris Saint-Germain,France,?,1984
459,Fabrice Moreau,Cameroon,Midfield,Unknown,N/A,Paris Saint-Germain,France,?,1984
460,Jean-Michel Moutier,France,Goalkeeper,AS Nancy-Lorraine,France,Paris Saint-Germain,France,?,1984
461,Jean-François Charbonnier,France,Defensive Midfield,Stade Reims,France,Paris Saint-Germain,France,?,1984
462,Philippe Jeannol,France,Left-Back,AS Nancy-Lorraine,France,Paris Saint-Germain,France,?,1984
463,Richard Niederbacher,Austria,Centre-Forward,KSV Waregem (- 2001),Belgium,Paris Saint-Germain,France,?,1984
464,Jean-Luc Girard,France,Midfield,Paris Saint-Germain U19,France,Paris Saint-Germain,France,0.0,1984
465,Sylvain Bied,France,Goalkeeper,Paris Saint-Germain B,France,Paris Saint-Germain,France,0.0,1984
466,Olivier Martinez,France,Midfield,Paris Saint-Germain B,France,Paris Saint-Germain,France,0.0,1984
467,Pascal Havet,France,Centre-Back,Paris Saint-Germain B,France,Paris Saint-Germain,France,0.0,1984
468,Mustapha Dahleb,Algeria,Left Winger,Paris Saint-Germain,France,OGC Nice,France,?,1984
469,Marcel De Falco,France,Attack,Paris Saint-Germain,France,Stade Lavallois,France,?,1984
470,Manuel Abreu,France,Defensive Midfield,Paris Saint-Germain,France,AS Nancy-Lorraine,France,?,1984
471,Alain Préfaci,France,Attacking Midfield,Paris Saint-Germain,France,Amiens SC,France,?,1984
472,Didier Toffolo,France,Defensive Midfield,Paris Saint-Germain,France,FC Mulhouse 1893,France,?,1984
473,Francis Hédoire,France,Goalkeeper,Paris Saint-Germain,France,Racing Club d'Arras,France,?,1984
474,Michel N'Gom,France,Centre-Forward,Paris Saint-Germain,France,AJ Auxerre,France,?,1984
475,Pascal Zaremba,France,Centre-Back,Paris Saint-Germain,France,RC Lens,France,?,1984
476,Djamel Tlemcani,Algeria,Attacking Midfield,FC Rouen,France,Sporting Club de Toulon et du Var,France,?,1984
477,Pascal Olmeta,France,Goalkeeper,Sporting Étoile Club Bastia ,France,Sporting Club de Toulon et du Var,France,?,1984
478,Didier Tholot,France,Centre-Forward,INF Vichy,France,Sporting Club de Toulon et du Var,France,?,1984
479,Bernard Casoni,France,Centre-Back,AS Cannes,France,Sporting Club de Toulon et du Var,France,?,1984
480,Roger Ricort,France,Attacking Midfield,LOSC Lille,France,Sporting Club de Toulon et du Var,France,?,1984
481,Philippe Col,France,Left-Back,Sporting Club de Toulon et du Var,France,FC Sète 34,France,?,1984
482,Michel Perlin,France,Midfield,Sporting Club de Toulon et du Var,France,Hyères FC,France,?,1984
483,Pierre Neubert,France,Midfield,Sporting Club de Toulon et du Var,France,Hyères FC,France,?,1984
484,Gérard Verstraete,France,Midfield,Sporting Club de Toulon et du Var,France,Hyères FC,France,?,1984
492,Alberto Tarantini,Argentina,Left-Back,Sporting Étoile Club Bastia ,France,FC Toulouse,France,?,1984
493,Yannick Stopyra,France,Centre-Forward,Stade Rennais FC,France,FC Toulouse,France,?,1984
494,Théophile Abega,Cameroon,Attacking Midfield,Canon Yaoundé,Cameroon,FC Toulouse,France,?,1984
495,Didier Christophe,France,Defensive Midfield,LOSC Lille,France,FC Toulouse,France,?,1984
496,Gilles Oliver,France,Defence,Toulouse FC U19,France,FC Toulouse,France,0.0,1984
497,Nourredine Aouiriri,France,Attacking Midfield,Toulouse FC B,France,FC Toulouse,France,0.0,1984
498,Alain Rolland,France,Centre-Forward,Toulouse FC B,France,FC Toulouse,France,0.0,1984
499,Lucien Favre,Switzerland,Attacking Midfield,FC Toulouse,France,Servette FC,Switzerland,?,1984
500,Gérard Soler,France,Centre-Forward,FC Toulouse,France,RC Strasbourg Alsace,France,?,1984
501,Claude Lowitz,France,Left-Back,FC Toulouse,France,FC Metz,France,?,1984
502,Georges van Straelen,France,Defensive Midfield,FC Toulouse,France,RC Strasbourg Alsace,France,?,1984
503,Claude Deplanche,France,Centre-Back,FC Toulouse,France,RC Lens,France,?,1984
504,Jean Diaz,France,Midfield,FC Toulouse,France,FC Sète 34,France,?,1984
505,Jules Bocandé,Senegal,Centre-Forward,RFC Seraing (- 1996),Belgium,FC Metz,France,?,1984
506,Serge Romano,France,Midfield,Unknown,N/A,FC Metz,France,?,1984
